id,project_id,wbs_code,title,item_type_hoje,item_type_antes,is_milestone,parent_id,is_trashed
0057145f-f7f6-4928-b09e-f2f26f0c1a4c,bccb5cb1-88ab-427e-9fd2-d65d2b97906d,,painel de configuração para o fluxo de criacao,atividade,atividade,false,,false
0058feb7-13a0-49e3-be05-a4210d5fddb6,61007d2e-9b43-4f45-9bf6-36b982c2eeec,,1.3.1.2.3.1 Edição de vídeo Mauren Knolseisen (Psicologia),atividade,atividade,false,0a6f36c4-d0b8-437c-a0da-e65fccfe0c20,false
005ee7be-98d8-4e61-8bb4-248d76f1c70f,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.2.6,Gerenciador do Sistema,fase,fase,false,,true
006082a4-c930-479c-a891-620fa83b6165,79e88d51-81c6-416f-9c44-628c7757703e,1.1.1,"Fundacao Supabase e schema com isolamento por paciente (tickets 01, 02)",fase,fase,false,,true
00633ad8-fff8-4612-be75-a195dfbf6830,b9811ba7-32ba-454a-ad38-4383d7f21194,,sankfbndfnbnfobjndfv vjfdikgnojslnfoihsodlnkgosd dgiskdngnbsiddlgnosndg sdibgoaçbjçgadr,atividade,atividade,false,,true
0077d852-d504-49b0-80fe-5574fcc51f7a,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.2.1.7.3,Revisar unidades de medida de dispensação (Execução Prescrição),atividade,atividade,false,5670be62-9993-4337-a82b-f89cb6ec0a41,true
007b5a3f-bd4d-413a-b0e6-56ddbc800b58,79e88d51-81c6-416f-9c44-628c7757703e,,teste 01,atividade,atividade,false,f91d2a19-9f9d-48f6-8792-5934b066300e,true
007c0981-71fe-42d6-80a5-e6542e8b8ec1,61007d2e-9b43-4f45-9bf6-36b982c2eeec,2.11.5,Implementar troca de foto sem envio a servidor,fase,atividade,false,0bee3a3e-0425-4b3f-b937-780548404468,true
007c1f00-c418-4bb1-a177-5b0883e86deb,167d71c6-4cba-4379-820e-8e11e32c19e6,1.6.1.3,O paciente ve a propria nota ao reabrir o video,atividade,atividade,false,e33ba85b-eac0-473f-98b6-accb371fb73c,true
008293e0-af60-45a0-8d43-5d88f1e84874,132dd0d3-fda8-4732-a89d-5241c9ecc3aa,,Deploy e entrega,fase,fase,false,,false
00860a3a-cb1a-4468-a670-d091fbe4e3c4,61007d2e-9b43-4f45-9bf6-36b982c2eeec,2.3.5,Definir tempo de validade do endereço assinado,fase,atividade,false,8eb1e100-0965-4b2e-a57a-6a735c8afc98,true
008624d5-c062-4e0d-829b-5f60eb265ae8,b9811ba7-32ba-454a-ad38-4383d7f21194,1.2.3.1,Gerenciador de Relatórios,atividade,atividade,false,b54f2a40-19b3-440b-8eda-2c3ac8741bee,false
008a9574-a8d0-43aa-94b2-eded51bcbad7,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.2.2,Cadastros e Funções Gerais,fase,fase,false,,true
008cee82-4150-442b-9dff-e354a5c4ea7b,c3d6b220-9681-41ab-a8c5-0e3d64f5b0c9,3.2.1,Confrontar o AS-IS mapeado com a documentação vigente,fase,atividade,false,f96f0e10-ae32-4596-9771-0241674a95c5,true
0090323c-983d-41ce-be93-ab817988cdd1,79e88d51-81c6-416f-9c44-628c7757703e,1.3.1.3,Validar modelo de participação,atividade,atividade,false,9b36a704-6fb8-4242-9d3e-d5964affd7cc,false
00948c15-4b41-4b09-b4a9-c231384c212d,79e88d51-81c6-416f-9c44-628c7757703e,1.5.1.9,Instalar equipamento,atividade,atividade,false,7494b829-be57-44e0-bbaa-c01b56e16d79,false
009775c7-a889-47c0-8396-37ecf5e47dc1,19f78f60-b047-4d1e-ae11-322779d3c35d,2.1.5,Treinamento com Juliana Palacio (Posto de Enfermagem),fase,fase,false,e3fc1e2a-6b36-4325-8ac1-fc448fa8385a,false
0098da21-7d45-4d24-aa09-2ec4620fce56,8e050ef0-2ba5-4a54-91c3-13b436e45485,,Registrar evidência dos filtros aplicados,atividade,atividade,false,9669fe20-4015-41f5-8d70-1bb220e5ba0b,true
009b4b25-d783-4696-aabb-340cd567e725,565ac987-b988-4d9f-9c34-57cf497c7a82,1.3.14.4,Gestão dos lotes da prescrição,atividade,atividade,false,dcf532ac-3db0-426e-9e23-19c8b9a44dd4,false
00af4d81-d666-4fda-9392-8317f9b44ddc,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.10,Treinamento Contas a Receber,fase,fase,false,e5adbce7-a198-4bfe-b0a5-eec4c9a089e2,true
00b748d8-c559-4906-be75-e63d63c42284,79e88d51-81c6-416f-9c44-628c7757703e,1.1.2.5,Validar matriz de stakeholders,atividade,atividade,false,31f2c493-50c5-48b9-b65a-dd405ab7ea24,true
00de8d27-9419-4d4d-b972-a9c7cfe9968e,6d01b1b3-4ac6-45ad-b255-0818877cd54c,1.3.20,Treinamento Fluxo de Caixas,fase,fase,false,73bcee52-eeff-466b-b127-0a9b6d873361,false
00f3bed0-fc52-4d17-b9e7-8fff31fa1aec,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.8.5,Mapa de ocupação da quimioterapia,atividade,atividade,false,29a796bc-acaa-4121-a7c8-facd6f71fffc,true
00f5cff0-2787-4c47-8e69-58d5a036e970,79e88d51-81c6-416f-9c44-628c7757703e,1.11.1.5,Elaborar instruções de trabalho,atividade,atividade,false,2798e6e6-44b7-46e8-b206-25a24449cb20,true
00fcd1e7-9b71-408c-a9c0-359610069bde,8e050ef0-2ba5-4a54-91c3-13b436e45485,,Mapear requisitos e critérios do chamado,atividade,atividade,false,,true
011c8cba-bcfe-4870-9fc3-4d0319f39b3d,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.12,Treinamento Autorizações,fase,fase,false,,true
011f1727-5156-4b1a-bb44-acb46bd4daef,050c8bb7-fcf2-4ea1-a3db-75651b0353b4,1.3.4.3,Solicitação de Compra,atividade,atividade,false,d5cd1232-8947-4fd0-a8a8-f71c6dc379f6,true
012c12e6-d2d6-408e-8128-fb3451fde6fb,e60e0f7a-2edf-494c-b86c-15706af9c8e9,1.3.24.4,Extrato Cartão Visa,atividade,atividade,false,9d7a7211-a000-41a7-96e1-ac39b6a16e33,false
012f520a-c269-49b9-a982-59be65ba8547,8e050ef0-2ba5-4a54-91c3-13b436e45485,,Mapear requisitos e critérios do chamado,atividade,atividade,false,b1cac2da-bf93-4c4a-bccd-c937d3b2c015,true
013071a7-e228-41f9-9907-dd5b704177e6,e60e0f7a-2edf-494c-b86c-15706af9c8e9,1.2.1.8.3,Análise e definição de padronização para medicamentos sem apresentação para uso na RMA,atividade,atividade,false,9bfe4582-8a0d-40d0-af04-dc40a8764f9b,true
0137b418-decc-405b-80a2-3a063d559380,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.9.2,Quimioterapia,atividade,atividade,false,2534ddc8-9596-4f2c-bce9-474327c45a5f,true
013faf52-6d6d-48cd-b9cb-d2043cda2c52,b9811ba7-32ba-454a-ad38-4383d7f21194,1.2.1.15.1,Disponibilizar o arquivo CNAB 240 de pagamentos do Banco Itaú,atividade,atividade,false,bfa207d9-7984-4925-aa1f-e6b857ae74d2,true
01526a13-c283-41d1-bd3d-9a9c7395c9a3,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.12.2,Controle Bancário,atividade,atividade,false,9f8154c8-3b26-4179-91ae-d1b1a4e3642c,true
01546966-024d-497a-873d-0848a211e107,61007d2e-9b43-4f45-9bf6-36b982c2eeec,2.2.3,Carregar os 13 módulos com títulos e categorias reais,fase,atividade,false,9b4ec298-bd49-480c-ba95-7e24d10c755b,true
015d22fe-e1f6-4f86-9ff8-88612278ea6b,61007d2e-9b43-4f45-9bf6-36b982c2eeec,,1.3.3.3 Solicitar assinatura do Termo para Renata Ferreira (Comercial),atividade,atividade,false,acd7e2d5-aecd-4c1c-9c35-43706cbc9879,false
0164f994-7200-42ae-a5ae-bbb1fb8b543f,39cc80f1-12db-4123-8f97-202537a3abe7,1.2.3.1,1.2.3.1 Gerenciador de Relatórios,atividade,atividade,false,7806ea0e-4682-4ee0-9891-9b0d7315d2a6,false
01660b57-5642-4049-8512-f252cc8fe1a6,ddeeada4-7a08-45aa-91bb-f02aebdaa5a3,2.1,Simulação do Ambiente em base teste,fase,atividade,false,4b9e5785-a638-418f-82f8-25fccf149036,false
016d0d0a-db79-4607-a6cb-ad5c17065779,79e88d51-81c6-416f-9c44-628c7757703e,1.13.1.3,Realizar reunião de encerramento,atividade,atividade,false,d6af32e6-330a-40ad-8f8f-4bdd367a20a4,false
0185e0d4-8943-4824-a8c0-2b842107e398,79e88d51-81c6-416f-9c44-628c7757703e,1.6.3.4,Configurar impressora,atividade,atividade,false,ef3d1422-ca3e-4c04-81e9-2b4d224c2a43,true
018cc9f7-3732-4638-8f05-c52f6e35bf96,6c260fbd-be35-4795-a33d-f1d9117b4123,,Padronizar no modelo da qualidade,atividade,atividade,false,67bd7cca-2d52-4075-b1ab-c387c3d5279b,false
01a38fe3-b0d8-4839-952d-df170ef89271,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.24.3,Cobrança Escritural Itau,atividade,atividade,false,daf43d90-25f7-4863-8e74-25c5c6a120dd,true
01a5d607-0cb4-429b-bb96-c44716d78679,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.3.10.1,Adiantamento Pago,atividade,atividade,false,d72d31fd-966f-40ac-92d4-3fdecaa0670c,true
01a6ef9c-2554-436c-a410-eb28ec59748b,b9811ba7-32ba-454a-ad38-4383d7f21194,3.68,Treinamento Prontuário Eletrônico,fase,atividade,false,3945ac17-b81b-4db0-b269-08621b04d193,true
01d625a8-4537-4a96-85c7-b0824752a9d9,e60e0f7a-2edf-494c-b86c-15706af9c8e9,1.3.9,Treinamento Contas a Pagar,fase,fase,false,7cd56006-7107-438a-a5ba-f358df99a861,false
01ddb976-c556-48fc-b924-5dd5d09bc816,167d71c6-4cba-4379-820e-8e11e32c19e6,1.8.2,Login e cadastro no desenho da clinica,fase,fase,false,,true
01f2e706-1cd6-4739-ac99-8915fe02ebfb,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.11.1,Autorização Convênio,atividade,atividade,false,8190c701-2ab7-4cd7-96e2-e5ad88f10236,false
01f51599-8c9f-4832-9206-44331f8357d9,6d01b1b3-4ac6-45ad-b255-0818877cd54c,1.3.13.1,Controle de Créditos Não Identificados,atividade,atividade,false,96266639-27d2-4e00-8e67-3949a03365dd,false
01faf1b7-3f90-41ad-b446-79575a4ef3c3,8791f4a4-afd8-4c90-b78b-23ecabbcd7cb,,Inicio da camada GOLD,atividade,atividade,false,,false
02030181-d8ad-49b0-88ba-02e5cbdd246d,79e88d51-81c6-416f-9c44-628c7757703e,1.6.2,Parametrização Tasy,fase,fase,false,,true
02076eda-e2ef-4535-acbe-5132f494d8bb,167d71c6-4cba-4379-820e-8e11e32c19e6,1.9.5,Perfil reorganizado para caber numa tela,fase,fase,false,,true
020b1015-354e-4228-bf30-ae8a8d170682,79e88d51-81c6-416f-9c44-628c7757703e,1.1.7,Identificar patrocinadores,fase,atividade,false,905eb094-2744-409c-bd8e-2736124a3fcb,true
021b9eb0-4907-486c-a6e3-560cd7e7d6ea,167d71c6-4cba-4379-820e-8e11e32c19e6,1.7.1.1,O cadastro exige data de nascimento para concluir,atividade,atividade,false,a2156086-3661-4132-8045-49f87c8416ac,true
02322fdb-dd18-4bed-a253-ca511c56dc3a,79e88d51-81c6-416f-9c44-628c7757703e,1.7.1.5,Contas antigas sem a data continuam funcionando,atividade,atividade,false,96d4ac13-ff89-402c-b256-5a531286a1a9,true
0235b456-c30f-4664-9d54-5155111ce90c,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.4,Treinamento Compras,fase,fase,false,,true
0252295a-c9ad-4307-9122-e448cc29853a,c4a2d015-adad-4f7f-ac03-48796c45050a,,Milestone 2 - Cadastros e Funções Essenciais,atividade,atividade,true,,true
025694ec-b84f-4eba-a95e-90244b7fcfc0,61007d2e-9b43-4f45-9bf6-36b982c2eeec,2.6.8,Garantir navegação por teclado e leitura por leitor de tela,fase,atividade,false,8e167a0d-890e-4c40-a871-5e50f20f9ccc,true
02604cd5-1044-4e07-a996-f2df5374fbca,e60e0f7a-2edf-494c-b86c-15706af9c8e9,1.2.1.5.4,Confirmação se a regra de prioridade preço brasíndice esta funcionando corretamente a partir das configurações realizadas,atividade,atividade,false,a3b663fc-e2f5-4ff2-b083-e517fe7076c9,true
026d583d-7902-4e38-904a-bc0f9accefda,6d01b1b3-4ac6-45ad-b255-0818877cd54c,,"Milestone 5 - Teste Piloto, Processo de Virada",atividade,atividade,true,74be3218-12a0-4ba6-9969-2885f0338e09,false
02781bb5-cc83-4a43-83ae-36bcddde88ff,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.2.4,Simulador de Contas de Convênio,atividade,atividade,false,3dc3e42a-e4ae-4206-bebe-1bd50e1425fe,true
027c4bf3-b2cd-426e-a3d7-1bf5c4762205,61007d2e-9b43-4f45-9bf6-36b982c2eeec,,Roteiro Gravação Joseana Costa - Posto de Enfermagem,atividade,atividade,false,,false
02807b67-1f16-4d3f-9688-0ff9f0b0b128,79e88d51-81c6-416f-9c44-628c7757703e,1.12.3.3,Monitorar exames,atividade,atividade,false,5c6e34bf-e146-4503-8dc0-8941e345a2da,true
028a0970-0fc0-4f7d-ac6e-341f096bd045,0bc3a817-0157-4336-9e23-f1814804172b,1.3.14.3,Execução Prescrição,atividade,atividade,false,66e65890-bdf2-4d66-8552-e4a72d219ea9,false
02a2024b-2f66-40ae-9603-765cde7188b3,b9811ba7-32ba-454a-ad38-4383d7f21194,1.2.2.10,Cadastro de Avaliações (Templates),atividade,atividade,false,84edafc1-5bf4-48ac-b035-ef09631e1918,true
02a3d609-b915-451a-ad3d-988bc9711078,167d71c6-4cba-4379-820e-8e11e32c19e6,1.3.2.6,Falha de rede nao trava a interface; ao recarregar vale o que esta no banco,atividade,atividade,false,6694efd8-2e7e-4087-b265-6fb528794d04,true
02a87cfc-8cf9-406e-a5b2-9c3d49cb09a2,bccb5cb1-88ab-427e-9fd2-d65d2b97906d,,treinamento para colaboradores - politica de gestao de documentos,atividade,atividade,false,,false
02b04a48-eb0d-46bc-994c-56263399f48c,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.3.16,Treinamento Prescrição Eletrônica,fase,fase,false,0fd6938d-7e9f-4527-bcd3-a2953008ada4,true
02b8bc85-7062-4562-8de5-5c0446019748,79e88d51-81c6-416f-9c44-628c7757703e,1.13.2.1,Apurar indicadores,atividade,atividade,false,31bac314-82f4-4004-957a-df5ddb038648,true
02bfe955-3f52-4119-b3fe-d63a7d481a2f,e60e0f7a-2edf-494c-b86c-15706af9c8e9,1.3.2.1,Cadastro de convênio preços e regras,atividade,atividade,false,297b2ff5-f0e7-441f-85d4-6cc5e8323c92,false
02ce37e4-6156-45be-b0b4-88dbde3951c1,167d71c6-4cba-4379-820e-8e11e32c19e6,1.7.2.1,Nome e sobrenome acima de 80 sao recusados com mensagem clara,atividade,atividade,false,60e5cca4-05ef-4f58-8c6f-5448a8cd06be,false
02d16dbf-9ff7-4241-9854-a0b479b9aceb,79e88d51-81c6-416f-9c44-628c7757703e,1.7.1.3,Definir recepção,atividade,atividade,false,18a4b713-4741-427b-a3a1-b2685bb3dae2,true
02d30297-9d2f-4d04-977f-590424fc6924,050c8bb7-fcf2-4ea1-a3db-75651b0353b4,1.2.1.7.3,Revisar unidades de medida de dispensação (Execução Prescrição),atividade,atividade,false,a5dd3862-a48d-49da-8f8d-7625ea123729,false
02d6997a-fa0d-4ba3-9ec9-1458efe98df7,167d71c6-4cba-4379-820e-8e11e32c19e6,1.5.2.5,A contagem nao guarda quem assistiu nem quem gerou o link,atividade,atividade,false,f7899a3e-6248-495f-972a-10894fccfb72,true
02d6a282-b18b-471c-9946-74b711ba01e6,167d71c6-4cba-4379-820e-8e11e32c19e6,1.2.2,"Player e conclusao confiavel do modulo (ADR-0007, 0009)",fase,fase,false,,true
02e16125-a1b1-4b17-a0be-c4d53bfb422e,565ac987-b988-4d9f-9c34-57cf497c7a82,,Emissão do relatório 315 – Acompanhamento de Protocolos,atividade,atividade,false,0477839d-1a18-4b99-a56b-4c906764720c,false
02f69a41-56f5-4230-a432-cf6cfe76146a,79e88d51-81c6-416f-9c44-628c7757703e,1.9.1.5,Definir preço da biópsia,atividade,atividade,false,d774d992-c82a-4193-8ef3-60288c0267ce,false
02f9e623-ead7-4a1e-b8ba-cd13fb839875,79e88d51-81c6-416f-9c44-628c7757703e,1.3.2.8,A lista e o card da jornada nao mudaram,atividade,atividade,false,bdfcc6f6-7409-4d1b-b9c1-629ac56a771c,true
030c1a2b-6d26-4326-855a-c3ef5170154d,79e88d51-81c6-416f-9c44-628c7757703e,1.2.1.2,Levantar requisitos com Diretoria,atividade,atividade,false,34e4e104-a5ef-4a56-bcf4-6829a568eb49,true
0314bcd1-39fd-4afb-9a40-76db230a84f2,6c260fbd-be35-4795-a33d-f1d9117b4123,,Criar documento conforme modelo de IT,atividade,atividade,false,34119dda-aae1-4fa2-840f-e3c3288219b3,false
0315e623-19d6-4f90-b7e0-c24ffa5c1240,167d71c6-4cba-4379-820e-8e11e32c19e6,1.7.3.3,"O cadastro normal continua funcionando, fluxo completo testado",atividade,atividade,false,64add79f-3f88-46bf-8a0a-112d9af2d1f0,true
03176d85-2231-4c68-879d-c720fef0c815,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.2.3,Relatórios,fase,fase,false,9456cef4-15e3-4981-88cc-8353a2660a17,false
03281e4b-d613-4013-aa23-9348946e5f8c,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.3.1,Atendimento da Requisição,atividade,atividade,false,cd281743-6d67-45a3-94ce-067e2be5107b,true
03314cac-ef8b-40c3-a83e-bcecbbf595ce,79e88d51-81c6-416f-9c44-628c7757703e,1.5.3.4,Receber materiais,atividade,atividade,false,4230eafb-12c3-4495-bf23-17d3f952b97d,false
0331c129-1d6b-4e1c-8519-436d43260813,565ac987-b988-4d9f-9c34-57cf497c7a82,1.2.1.7.1.1.1,Cadastrar medicamento - CAF,atividade,atividade,false,8f554460-7cea-4561-9162-464ef3257664,false
0341132b-f7f5-4dd7-9613-d0dfddb0d499,79e88d51-81c6-416f-9c44-628c7757703e,1.8.2.3,Treinar secretárias,atividade,atividade,false,f1d05a32-73fe-4ff3-abe9-5623bcf21970,false
0349bde5-8f15-472e-902d-c93b46776068,0bc3a817-0157-4336-9e23-f1814804172b,1.3.8.4,Transferência Estoque Quimioterapia,atividade,atividade,false,8b7fc940-f72b-41d6-9022-a80e2ffb3564,false
034b9332-039e-457a-94dd-ceccb3c795e7,167d71c6-4cba-4379-820e-8e11e32c19e6,1.9.3.2,A senha atual e exigida e conferida por login antes de trocar,atividade,atividade,false,7455cf8d-4307-4b12-8f69-9a1ab9bc3176,true
034c547b-2f47-4327-ba6e-6757f308a27b,c3d6b220-9681-41ab-a8c5-0e3d64f5b0c9,4.8,Manual guia consolidado,fase,fase,false,543d2df8-502b-441f-aa1a-05f70db0737d,false
034eaf98-0fd2-4cd8-9b8e-070e4b311afa,167d71c6-4cba-4379-820e-8e11e32c19e6,1.4.2.2,"Cada selo bloqueado mostra o criterio, indicando quantos videos faltam",atividade,atividade,false,0ba7fade-8510-4ba2-9f30-73e61d24864a,false
0353d10f-75da-45d8-b90c-1c4d5692a78a,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.7.5,Orçamento de Pacientes,atividade,atividade,false,7e278193-929e-49f6-be23-c5cc8a337608,true
03557261-4408-4f35-b65a-8c1b695b8f4b,6d01b1b3-4ac6-45ad-b255-0818877cd54c,1.3.22.2,Regras e Critérios de Repasse,atividade,atividade,false,aecfcf12-81ee-4728-aff3-c40d9bd7b6b3,false
036c5e98-c5ba-4750-aba3-bdc1a4be0963,167d71c6-4cba-4379-820e-8e11e32c19e6,1.6.1.3,O paciente ve a propria nota ao reabrir o video,atividade,atividade,false,56473f18-f0ae-479d-8a67-7f35a209536d,false
036cdde3-cdc0-4ff4-8aa5-a0b97bc35f24,79e88d51-81c6-416f-9c44-628c7757703e,1.2.3,Definir plano de comunicação,fase,atividade,false,aaa7be3e-a480-40e7-83ef-df0d02dcdd0d,true
03779a60-bff1-4912-b4b4-2838d937ad1b,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.3.13.2,Controle Bancário,atividade,atividade,false,b613c855-dea6-49d9-9181-6576af392f0b,true
037a709f-12ad-4fcb-8d2c-22e8a8b4260f,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.20.1,Auditoria Conta Paciente,atividade,atividade,false,d4cd75dd-8d1e-4da9-b7ce-b56d365292c5,true
03832922-72ab-4ce9-95e1-2a024bc1856a,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.2.1.7.4,Revisar cadastros de Pesquisa Clínica duplicados por fornecedor,atividade,atividade,false,c1a61f2d-07f6-4f26-8f02-21104ebe3103,true
0383e629-0287-4a89-b42b-5a810342dcf6,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.3.17.3,Gestão dos Planos Terapêuticos,atividade,atividade,false,78250a28-b9d2-4ace-a03e-1a5ac2c67ab4,false
03855c8a-b46d-4c13-9bbd-dd5ae90ea970,0bc3a817-0157-4336-9e23-f1814804172b,1.2.1.15.7,"Revisar o cadastro das contas bancárias no Tasy, diferenciando conta corrente de conta aplicação (com TI)",atividade,atividade,false,f30e1c39-c1d2-4fe9-96eb-e1a1841d5d83,false
038f67d4-20ed-44bd-bb1d-aea20b9b3236,565ac987-b988-4d9f-9c34-57cf497c7a82,1.2.1.15,Cadastro de transações financeiras,fase,fase,false,5c08ec4b-6c9f-4b24-9dfc-91434abee1f9,false
03911d23-f09f-4849-8675-4bf234663a00,c6221430-b289-4c5c-81e1-a4d2aa666970,,Teste do ambiente configurado,atividade,atividade,false,,false
03921a17-ccbe-439e-857f-86309149e57a,79e88d51-81c6-416f-9c44-628c7757703e,1.13.1.3,Realizar reunião de encerramento,atividade,atividade,false,888e4308-f916-46b0-add0-313b93b73284,true
03953a5d-2541-41d4-a7b7-f5ebe5f35ec2,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.1,Treinamento Agendas,fase,fase,false,,true
039a889e-b086-47b5-ab1e-78b3283f573a,39cc80f1-12db-4123-8f97-202537a3abe7,1.2.1.14,1.2.1.14 Cadastro de Operações da Nota Fiscal,atividade,atividade,false,c7e951f5-5d65-4306-b9e0-927b3b99e816,false
039b4039-8bf6-4891-8528-3cca93178bbb,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.5,Nova fase 1.5,fase,fase,false,,true
03b4d635-6091-4b93-9086-6cf422ec972e,a618af8b-f856-4f86-97a1-a6ffa2301682,,Marco,atividade,atividade,true,,false
03bd1b86-7e36-475c-bb7c-6825ae8c73fd,167d71c6-4cba-4379-820e-8e11e32c19e6,1.2.2.1,Reproducao de video funciona no Safari e nos demais navegadores,atividade,atividade,false,02d6a282-b18b-471c-9946-74b711ba01e6,true
03d4dea4-becc-4f9a-b69e-360df8d13553,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.2.3.3,Cadastro de Operações da Nota Fiscal,atividade,atividade,false,7d02a456-092c-4bd5-87cf-b51f37c10f7d,true
03d61cd4-52d1-4cd7-a85e-5b8f994aeb54,79e88d51-81c6-416f-9c44-628c7757703e,1.1.2,Identificar stakeholders,fase,atividade,false,8a27a526-028e-4488-a3bc-e43ce154e254,true
03d978fe-ef4d-4c5e-bb11-c3a3ddae7242,79e88d51-81c6-416f-9c44-628c7757703e,1.1.3.4,Login entra na area do paciente e logout encerra a sessao,atividade,atividade,false,62ebe89a-7e2a-42c6-8256-bd21b9a72139,true
03dbf952-696f-47b8-9fe0-b6347f60c61a,79e88d51-81c6-416f-9c44-628c7757703e,1.5.1.2,Avaliar propostas,atividade,atividade,false,a4717536-c1b8-4f83-97e6-22650382ba56,true
03e43566-dd3f-40eb-b42a-8188be4212b9,167d71c6-4cba-4379-820e-8e11e32c19e6,1.5.2.8,"Conclusoes pelo link nao alteram progresso, pontos ou selos de ninguem",atividade,atividade,false,f7899a3e-6248-495f-972a-10894fccfb72,true
03e5e2a0-0992-45ac-9ec8-21f92cbb0919,1b481b67-2a95-4b4e-9339-0d43dc541f8e,1.3.21.2,Regras e Critérios de Repasse,atividade,atividade,false,bf9a0c43-d2fd-4982-8dd6-98232d46b657,true
03e667b1-c73c-4232-a946-4456283c1d4b,53bae1dd-908a-4203-bc74-94761d3f78a5,1.2.2,Cadastros e Funções Gerais,fase,fase,false,b68f28cd-55ae-400a-a464-c38be61024fd,false
03f60665-4027-4c1f-8a93-cefaca80ae05,b9811ba7-32ba-454a-ad38-4383d7f21194,1.3.5.5,Parâmetros Contabilidade,atividade,atividade,false,77b96854-2f28-41d9-82ad-82f9a69e12bb,true
0408931a-1cc4-4a16-9b8a-09a381454430,330b9dbe-c78c-4916-90b6-da0e565125a9,,teste,atividade,atividade,false,b298a08a-05e1-49d0-b50c-de9f1aa93d9f,true
040ff420-b9d4-4a71-a1e5-f7f578dab024,167d71c6-4cba-4379-820e-8e11e32c19e6,1.8.1.2,A marca deixa de ser texto e vira imagem em toda tela onde aparecia escrita,atividade,atividade,false,e9902be6-10b9-4ef2-8d6b-8688f5fce29f,false
041e276d-ef6b-418e-b8cf-8b6e643053cb,79e88d51-81c6-416f-9c44-628c7757703e,1.11.2.3,Definir controles,atividade,atividade,false,21016677-87c9-4418-b536-8ac969cd3ff3,true
